Academic_ID,Student_ID,Subject,Exam_Type,Rote_Learning_Score,Conceptual_Understanding_Score,Practical_Project_Score
632,STU1079,Civic Sense,Finals,94,89,91
633,STU1080,Maths,Term 1,56,79,82
634,STU1080,Science,Term 1,65,60,72
635,STU1080,Coding,Term 1,81,69,73
636,STU1080,Civic Sense,Term 1,67,82,76
637,STU1080,Maths,Finals,57,65,74
638,STU1080,Science,Finals,57,77,83
639,STU1080,Coding,Finals,62,76,84
640,STU1080,Civic Sense,Finals,71,69,77
641,STU1081,Maths,Term 1,72,82,68
642,STU1081,Science,Term 1,73,75,73
643,STU1081,Coding,Term 1,75,60,66
644,STU1081,Civic Sense,Term 1,65,73,73
645,STU1081,Maths,Finals,61,70,66
646,STU1081,Science,Finals,59,66,82
647,STU1081,Coding,Finals,81,83,75
648,STU1081,Civic Sense,Finals,84,84,86
649,STU1082,Maths,Term 1,86,91,97
650,STU1082,Science,Term 1,87,100,99
651,STU1082,Coding,Term 1,86,93,91
652,STU1082,Civic Sense,Term 1,98,97,99
653,STU1082,Maths,Finals,87,96,97
654,STU1082,Science,Finals,89,92,90
655,STU1082,Coding,Finals,88,88,97
656,STU1082,Civic Sense,Finals,92,98,95
657,STU1083,Maths,Term 1,64,85,72
658,STU1083,Science,Term 1,55,61,65
659,STU1083,Coding,Term 1,79,85,71
660,STU1083,Civic Sense,Term 1,72,79,77
661,STU1083,Maths,Finals,76,81,88
662,STU1083,Science,Finals,55,77,80
663,STU1083,Coding,Finals,56,72,77
664,STU1083,Civic Sense,Finals,77,64,78
665,STU1084,Maths,Term 1,72,64,68
666,STU1084,Science,Term 1,69,63,84
667,STU1084,Coding,Term 1,83,71,76
668,STU1084,Civic Sense,Term 1,61,70,78
669,STU1084,Maths,Finals,84,61,72
670,STU1084,Science,Finals,62,62,83
671,STU1084,Coding,Finals,55,67,78
672,STU1084,Civic Sense,Finals,78,84,82
673,STU1085,Maths,Term 1,80,60,88
674,STU1085,Science,Term 1,62,61,67
675,STU1085,Coding,Term 1,56,64,79
676,STU1085,Civic Sense,Term 1,60,69,66
677,STU1085,Maths,Finals,65,71,84
678,STU1085,Science,Finals,75,67,74
679,STU1085,Coding,Finals,59,79,77
680,STU1085,Civic Sense,Finals,70,81,68
681,STU1086,Maths,Term 1,57,68,82
682,STU1086,Science,Term 1,61,75,87
683,STU1086,Coding,Term 1,78,71,72
684,STU1086,Civic Sense,Term 1,69,82,74
685,STU1086,Maths,Finals,66,84,82
686,STU1086,Science,Finals,64,80,72
687,STU1086,Coding,Finals,71,68,75
688,STU1086,Civic Sense,Finals,77,77,81
689,STU1087,Maths,Term 1,41,38,55
690,STU1087,Science,Term 1,38,27,46
691,STU1087,Coding,Term 1,34,41,47
692,STU1087,Civic Sense,Term 1,39,48,46
693,STU1087,Maths,Finals,58,76,74
694,STU1087,Science,Finals,56,72,84
695,STU1087,Coding,Finals,75,79,73
696,STU1087,Civic Sense,Finals,55,80,71
697,STU1088,Maths,Term 1,73,72,74
698,STU1088,Science,Term 1,81,62,66
699,STU1088,Coding,Term 1,63,79,77
700,STU1088,Civic Sense,Term 1,70,60,77
701,STU1088,Maths,Finals,67,74,66
702,STU1088,Science,Finals,62,66,77
703,STU1088,Coding,Finals,60,81,78
704,STU1088,Civic Sense,Finals,72,61,86
705,STU1089,Maths,Term 1,72,84,76
706,STU1089,Science,Term 1,84,60,84
707,STU1089,Coding,Term 1,79,70,73
708,STU1089,Civic Sense,Term 1,80,84,83
709,STU1089,Maths,Finals,61,84,65
710,STU1089,Science,Finals,65,83,84
711,STU1089,Coding,Finals,68,73,88
712,STU1089,Civic Sense,Finals,84,83,66
713,STU1090,Maths,Term 1,97,99,100
714,STU1090,Science,Term 1,94,96,97
715,STU1090,Coding,Term 1,98,97,99
716,STU1090,Civic Sense,Term 1,93,90,96
717,STU1090,Maths,Finals,99,99,93
718,STU1090,Science,Finals,89,88,94
719,STU1090,Coding,Finals,93,89,93
720,STU1090,Civic Sense,Finals,94,93,99
721,STU1091,Maths,Term 1,74,68,76
722,STU1091,Science,Term 1,63,81,73
723,STU1091,Coding,Term 1,80,80,84
724,STU1091,Civic Sense,Term 1,55,63,74
725,STU1091,Maths,Finals,73,81,75
726,STU1091,Science,Finals,81,68,70
727,STU1091,Coding,Finals,69,74,65
728,STU1091,Civic Sense,Finals,69,60,79
729,STU1092,Maths,Term 1,41,40,46
730,STU1092,Science,Term 1,43,26,42
731,STU1092,Coding,Term 1,38,44,50
732,STU1092,Civic Sense,Term 1,32,39,45
733,STU1092,Maths,Finals,63,73,78
734,STU1092,Science,Finals,70,69,77
735,STU1092,Coding,Finals,75,70,74
736,STU1092,Civic Sense,Finals,74,66,77
737,STU1093,Maths,Term 1,31,30,54
738,STU1093,Science,Term 1,48,35,41
739,STU1093,Coding,Term 1,47,47,47
740,STU1093,Civic Sense,Term 1,31,47,48
741,STU1093,Maths,Finals,63,65,81
742,STU1093,Science,Finals,72,66,77
743,STU1093,Coding,Finals,66,68,72
744,STU1093,Civic Sense,Finals,71,79,73
745,STU1094,Maths,Term 1,62,66,75
746,STU1094,Science,Term 1,73,71,86
747,STU1094,Coding,Term 1,68,62,85
748,STU1094,Civic Sense,Term 1,68,69,69
749,STU1094,Maths,Finals,55,70,84
750,STU1094,Science,Finals,80,71,75
751,STU1094,Coding,Finals,68,80,76
752,STU1094,Civic Sense,Finals,70,69,84
753,STU1095,Maths,Term 1,41,26,49
754,STU1095,Science,Term 1,34,43,40
755,STU1095,Coding,Term 1,33,44,46
756,STU1095,Civic Sense,Term 1,40,41,51
757,STU1095,Maths,Finals,61,77,71
758,STU1095,Science,Finals,59,77,72
759,STU1095,Coding,Finals,57,72,83
760,STU1095,Civic Sense,Finals,72,68,71
761,STU1096,Maths,Term 1,76,76,81
762,STU1096,Science,Term 1,69,70,73
763,STU1096,Coding,Term 1,61,78,74
764,STU1096,Civic Sense,Term 1,84,67,75
765,STU1096,Maths,Finals,62,85,76
766,STU1096,Science,Finals,62,74,75
767,STU1096,Coding,Finals,78,63,87
768,STU1096,Civic Sense,Finals,62,74,88
769,STU1097,Maths,Term 1,98,93,91
770,STU1097,Science,Term 1,96,96,98
771,STU1097,Coding,Term 1,87,93,100
772,STU1097,Civic Sense,Term 1,100,97,93
773,STU1097,Maths,Finals,99,100,96
774,STU1097,Science,Finals,92,97,92
775,STU1097,Coding,Finals,92,100,96
776,STU1097,Civic Sense,Finals,89,97,94
777,STU1098,Maths,Term 1,65,70,68
778,STU1098,Science,Term 1,57,73,78
779,STU1098,Coding,Term 1,71,64,83
780,STU1098,Civic Sense,Term 1,70,80,71
781,STU1098,Maths,Finals,83,65,79
782,STU1098,Science,Finals,55,65,68
783,STU1098,Coding,Finals,68,68,82
784,STU1098,Civic Sense,Finals,77,75,88
785,STU1099,Maths,Term 1,31,38,40
786,STU1099,Science,Term 1,35,27,44
787,STU1099,Coding,Term 1,46,41,52
788,STU1099,Civic Sense,Term 1,43,36,44
789,STU1099,Maths,Finals,67,72,79
790,STU1099,Science,Finals,58,75,80
791,STU1099,Coding,Finals,73,68,71
792,STU1099,Civic Sense,Finals,57,76,84
793,STU1100,Maths,Term 1,99,99,96
794,STU1100,Science,Term 1,94,100,97
795,STU1100,Coding,Term 1,89,99,92
796,STU1100,Civic Sense,Term 1,87,90,90
797,STU1100,Maths,Finals,96,98,100
798,STU1100,Science,Finals,99,94,95
799,STU1100,Coding,Finals,99,90,98
800,STU1100,Civic Sense,Finals,93,100,91
801,STU1101,Maths,Term 1,70,70,66
802,STU1101,Science,Term 1,73,76,81
803,STU1101,Coding,Term 1,73,76,78
804,STU1101,Civic Sense,Term 1,64,70,77
805,STU1101,Maths,Finals,65,84,70
806,STU1101,Science,Finals,59,61,88
807,STU1101,Coding,Finals,83,83,71
808,STU1101,Civic Sense,Finals,68,76,73
809,STU1102,Maths,Term 1,74,70,68
810,STU1102,Science,Term 1,66,69,70
811,STU1102,Coding,Term 1,58,69,73
812,STU1102,Civic Sense,Term 1,70,74,72
813,STU1102,Maths,Finals,83,65,74
814,STU1102,Science,Finals,84,68,84
815,STU1102,Coding,Finals,79,63,72
816,STU1102,Civic Sense,Finals,76,68,69
817,STU1103,Maths,Term 1,47,41,45
818,STU1103,Science,Term 1,30,44,41
819,STU1103,Coding,Term 1,47,42,46
820,STU1103,Civic Sense,Term 1,30,40,40
821,STU1103,Maths,Finals,66,71,79
822,STU1103,Science,Finals,73,78,84
823,STU1103,Coding,Finals,71,69,84
824,STU1103,Civic Sense,Finals,64,68,73
825,STU1104,Maths,Term 1,68,75,73
826,STU1104,Science,Term 1,57,64,73
827,STU1104,Coding,Term 1,78,81,68
828,STU1104,Civic Sense,Term 1,66,85,67
829,STU1104,Maths,Finals,78,85,72
830,STU1104,Science,Finals,78,62,75
831,STU1104,Coding,Finals,60,76,75
832,STU1104,Civic Sense,Finals,63,74,85
833,STU1105,Maths,Term 1,76,84,67
834,STU1105,Science,Term 1,77,82,75
835,STU1105,Coding,Term 1,83,61,78
836,STU1105,Civic Sense,Term 1,58,82,81
837,STU1105,Maths,Finals,65,66,82
838,STU1105,Science,Finals,76,80,66
839,STU1105,Coding,Finals,75,80,65
840,STU1105,Civic Sense,Finals,62,64,83
841,STU1106,Maths,Term 1,62,81,71
842,STU1106,Science,Term 1,63,75,69
843,STU1106,Coding,Term 1,70,65,88
844,STU1106,Civic Sense,Term 1,70,69,69
845,STU1106,Maths,Finals,61,80,67
846,STU1106,Science,Finals,71,83,88
847,STU1106,Coding,Finals,61,60,78
848,STU1106,Civic Sense,Finals,57,75,82
849,STU1107,Maths,Term 1,77,65,66
850,STU1107,Science,Term 1,68,82,73
851,STU1107,Coding,Term 1,74,72,85
852,STU1107,Civic Sense,Term 1,73,67,85
853,STU1107,Maths,Finals,66,75,81
854,STU1107,Science,Finals,76,65,74
855,STU1107,Coding,Finals,81,67,74
856,STU1107,Civic Sense,Finals,76,75,80
857,STU1108,Maths,Term 1,67,79,76
858,STU1108,Science,Term 1,72,75,74
859,STU1108,Coding,Term 1,58,67,68
860,STU1108,Civic Sense,Term 1,83,84,74
861,STU1108,Maths,Finals,68,74,75
862,STU1108,Science,Finals,62,81,78
863,STU1108,Coding,Finals,58,65,79
864,STU1108,Civic Sense,Finals,65,81,68
865,STU1109,Maths,Term 1,67,82,69
866,STU1109,Science,Term 1,79,75,80
867,STU1109,Coding,Term 1,74,73,86
868,STU1109,Civic Sense,Term 1,62,60,74
869,STU1109,Maths,Finals,63,76,71
870,STU1109,Science,Finals,83,85,78
871,STU1109,Coding,Finals,56,77,75
872,STU1109,Civic Sense,Finals,63,81,75
873,STU1110,Maths,Term 1,80,74,78
874,STU1110,Science,Term 1,67,68,66
875,STU1110,Coding,Term 1,63,75,88
876,STU1110,Civic Sense,Term 1,62,70,85
877,STU1110,Maths,Finals,81,61,74
878,STU1110,Science,Finals,69,73,72
879,STU1110,Coding,Finals,73,65,82
880,STU1110,Civic Sense,Finals,61,84,85
881,STU1111,Maths,Term 1,49,44,50
882,STU1111,Science,Term 1,34,44,40
883,STU1111,Coding,Term 1,30,37,42
884,STU1111,Civic Sense,Term 1,40,36,42
885,STU1111,Maths,Finals,75,66,76
886,STU1111,Science,Finals,66,71,75
887,STU1111,Coding,Finals,72,77,77
888,STU1111,Civic Sense,Finals,64,70,81
889,STU1112,Maths,Term 1,61,77,88
890,STU1112,Science,Term 1,62,60,66
891,STU1112,Coding,Term 1,82,60,81
892,STU1112,Civic Sense,Term 1,58,76,77
893,STU1112,Maths,Finals,80,75,66
894,STU1112,Science,Finals,60,69,74
895,STU1112,Coding,Finals,55,67,85
896,STU1112,Civic Sense,Finals,79,82,72
897,STU1113,Maths,Term 1,33,37,52
898,STU1113,Science,Term 1,34,48,48
899,STU1113,Coding,Term 1,32,27,42
900,STU1113,Civic Sense,Term 1,46,48,53
901,STU1113,Maths,Finals,55,65,74
902,STU1113,Science,Finals,58,77,76
903,STU1113,Coding,Finals,74,74,80
904,STU1113,Civic Sense,Finals,68,65,79
905,STU1114,Maths,Term 1,61,63,73
906,STU1114,Science,Term 1,75,78,80
907,STU1114,Coding,Term 1,67,69,78
908,STU1114,Civic Sense,Term 1,57,67,78
909,STU1114,Maths,Finals,72,68,80
910,STU1114,Science,Finals,64,82,82
911,STU1114,Coding,Finals,71,67,77
912,STU1114,Civic Sense,Finals,55,75,88
913,STU1115,Maths,Term 1,66,84,82
914,STU1115,Science,Term 1,77,63,79
915,STU1115,Coding,Term 1,62,78,65
916,STU1115,Civic Sense,Term 1,67,84,72
917,STU1115,Maths,Finals,69,71,80
918,STU1115,Science,Finals,73,63,85
919,STU1115,Coding,Finals,64,70,69
920,STU1115,Civic Sense,Finals,80,80,67
921,STU1116,Maths,Term 1,35,31,55
922,STU1116,Science,Term 1,48,32,42
923,STU1116,Coding,Term 1,34,37,55
924,STU1116,Civic Sense,Term 1,46,48,47
925,STU1116,Maths,Finals,56,80,78
926,STU1116,Science,Finals,68,74,80
927,STU1116,Coding,Finals,59,66,80
928,STU1116,Civic Sense,Finals,73,78,70
929,STU1117,Maths,Term 1,61,84,82
930,STU1117,Science,Term 1,80,75,82
931,STU1117,Coding,Term 1,70,70,85
932,STU1117,Civic Sense,Term 1,62,70,79
933,STU1117,Maths,Finals,77,75,81
934,STU1117,Science,Finals,72,83,88
935,STU1117,Coding,Finals,57,63,78
936,STU1117,Civic Sense,Finals,77,62,77
937,STU1118,Maths,Term 1,30,30,43
938,STU1118,Science,Term 1,35,31,54
939,STU1118,Coding,Term 1,33,26,53
940,STU1118,Civic Sense,Term 1,45,30,55
941,STU1118,Maths,Finals,59,78,82
942,STU1118,Science,Finals,55,74,73
943,STU1118,Coding,Finals,68,74,78
944,STU1118,Civic Sense,Finals,71,75,81
945,STU1119,Maths,Term 1,60,64,74
946,STU1119,Science,Term 1,71,81,71
947,STU1119,Coding,Term 1,80,79,87
948,STU1119,Civic Sense,Term 1,66,76,84
949,STU1119,Maths,Finals,63,75,79
950,STU1119,Science,Finals,61,70,88
951,STU1119,Coding,Finals,78,64,70
952,STU1119,Civic Sense,Finals,71,82,80
953,STU1120,Maths,Term 1,43,30,44
954,STU1120,Science,Term 1,45,27,40
955,STU1120,Coding,Term 1,39,47,46
956,STU1120,Civic Sense,Term 1,36,47,43
957,STU1120,Maths,Finals,72,79,80
958,STU1120,Science,Finals,58,66,84
959,STU1120,Coding,Finals,74,70,72
960,STU1120,Civic Sense,Finals,66,72,81
961,STU1121,Maths,Term 1,84,66,73
962,STU1121,Science,Term 1,64,73,83
963,STU1121,Coding,Term 1,78,69,76
964,STU1121,Civic Sense,Term 1,74,84,77
965,STU1121,Maths,Finals,84,68,82
966,STU1121,Science,Finals,72,80,86
967,STU1121,Coding,Finals,61,62,83
968,STU1121,Civic Sense,Finals,59,63,88
969,STU1122,Maths,Term 1,60,68,83
970,STU1122,Science,Term 1,58,64,81
971,STU1122,Coding,Term 1,73,80,77
972,STU1122,Civic Sense,Term 1,65,78,83
973,STU1122,Maths,Finals,74,68,88
974,STU1122,Science,Finals,82,79,86
975,STU1122,Coding,Finals,84,75,71
976,STU1122,Civic Sense,Finals,60,60,72
977,STU1123,Maths,Term 1,87,100,99
978,STU1123,Science,Term 1,89,90,92
979,STU1123,Coding,Term 1,100,88,95
980,STU1123,Civic Sense,Term 1,87,88,92
981,STU1123,Maths,Finals,99,94,100
982,STU1123,Science,Finals,100,93,94
983,STU1123,Coding,Finals,88,91,98
984,STU1123,Civic Sense,Finals,97,94,96
985,STU1124,Maths,Term 1,66,69,81
986,STU1124,Science,Term 1,65,76,67
987,STU1124,Coding,Term 1,83,79,71
988,STU1124,Civic Sense,Term 1,60,80,73
989,STU1124,Maths,Finals,77,64,78
990,STU1124,Science,Finals,72,74,80
991,STU1124,Coding,Finals,77,85,73
992,STU1124,Civic Sense,Finals,76,63,82
993,STU1125,Maths,Term 1,96,90,90
994,STU1125,Science,Term 1,96,95,100
995,STU1125,Coding,Term 1,96,99,96
996,STU1125,Civic Sense,Term 1,91,97,98
997,STU1125,Maths,Finals,91,94,95
998,STU1125,Science,Finals,90,99,90
999,STU1125,Coding,Finals,91,95,95
1000,STU1125,Civic Sense,Finals,91,88,99
1001,STU1126,Maths,Term 1,58,71,73
1002,STU1126,Science,Term 1,71,60,84
1003,STU1126,Coding,Term 1,63,61,85
1004,STU1126,Civic Sense,Term 1,63,80,80
1005,STU1126,Maths,Finals,67,61,87
1006,STU1126,Science,Finals,77,68,73
1007,STU1126,Coding,Finals,75,61,83
1008,STU1126,Civic Sense,Finals,81,60,87
1009,STU1127,Maths,Term 1,99,95,92
1010,STU1127,Science,Term 1,100,99,100
1011,STU1127,Coding,Term 1,88,88,95
1012,STU1127,Civic Sense,Term 1,85,97,92
1013,STU1127,Maths,Finals,90,90,91
1014,STU1127,Science,Finals,98,89,90
1015,STU1127,Coding,Finals,99,98,90
1016,STU1127,Civic Sense,Finals,95,89,98
1017,STU1128,Maths,Term 1,82,66,85
1018,STU1128,Science,Term 1,74,83,65
1019,STU1128,Coding,Term 1,65,81,75
1020,STU1128,Civic Sense,Term 1,83,82,70
1021,STU1128,Maths,Finals,83,78,88
1022,STU1128,Science,Finals,66,76,65
1023,STU1128,Coding,Finals,76,72,78
1024,STU1128,Civic Sense,Finals,81,81,86
1025,STU1129,Maths,Term 1,36,41,44
1026,STU1129,Science,Term 1,38,27,45
1027,STU1129,Coding,Term 1,44,26,48
1028,STU1129,Civic Sense,Term 1,49,31,53
1029,STU1129,Maths,Finals,60,65,79
1030,STU1129,Science,Finals,63,76,73
1031,STU1129,Coding,Finals,65,79,72
1032,STU1129,Civic Sense,Finals,73,79,72
1033,STU1130,Maths,Term 1,32,30,42
1034,STU1130,Science,Term 1,35,35,40
1035,STU1130,Coding,Term 1,35,25,46
1036,STU1130,Civic Sense,Term 1,50,36,54
1037,STU1130,Maths,Finals,57,72,79
1038,STU1130,Science,Finals,75,71,74
1039,STU1130,Coding,Finals,64,66,82
1040,STU1130,Civic Sense,Finals,64,70,78
1041,STU1131,Maths,Term 1,40,38,47
1042,STU1131,Science,Term 1,36,33,46
1043,STU1131,Coding,Term 1,35,34,48
1044,STU1131,Civic Sense,Term 1,44,33,42
1045,STU1131,Maths,Finals,70,76,81
1046,STU1131,Science,Finals,66,79,75
1047,STU1131,Coding,Finals,56,77,74
1048,STU1131,Civic Sense,Finals,72,71,83
1049,STU1132,Maths,Term 1,80,81,74
1050,STU1132,Science,Term 1,61,70,87
1051,STU1132,Coding,Term 1,71,77,88
1052,STU1132,Civic Sense,Term 1,80,68,67
1053,STU1132,Maths,Finals,71,84,71
1054,STU1132,Science,Finals,63,66,79
1055,STU1132,Coding,Finals,63,61,68
1056,STU1132,Civic Sense,Finals,71,81,85
1057,STU1133,Maths,Term 1,59,74,83
1058,STU1133,Science,Term 1,65,71,83
1059,STU1133,Coding,Term 1,67,81,83
1060,STU1133,Civic Sense,Term 1,83,61,75
1061,STU1133,Maths,Finals,77,63,85
1062,STU1133,Science,Finals,66,60,70
1063,STU1133,Coding,Finals,68,75,75
1064,STU1133,Civic Sense,Finals,65,80,68
1065,STU1134,Maths,Term 1,66,69,70
1066,STU1134,Science,Term 1,69,77,70
1067,STU1134,Coding,Term 1,79,60,79
1068,STU1134,Civic Sense,Term 1,80,79,79
1069,STU1134,Maths,Finals,73,78,87
1070,STU1134,Science,Finals,68,83,77
1071,STU1134,Coding,Finals,70,67,73
1072,STU1134,Civic Sense,Finals,78,71,84
1073,STU1135,Maths,Term 1,76,72,74
1074,STU1135,Science,Term 1,56,67,81
1075,STU1135,Coding,Term 1,58,73,78
1076,STU1135,Civic Sense,Term 1,79,68,83
1077,STU1135,Maths,Finals,67,78,65
1078,STU1135,Science,Finals,60,76,70
1079,STU1135,Coding,Finals,84,69,84
1080,STU1135,Civic Sense,Finals,77,76,71
1081,STU1136,Maths,Term 1,89,90,100
1082,STU1136,Science,Term 1,95,100,90
1083,STU1136,Coding,Term 1,87,92,92
1084,STU1136,Civic Sense,Term 1,96,95,96
1085,STU1136,Maths,Finals,90,95,90
1086,STU1136,Science,Finals,89,91,92
1087,STU1136,Coding,Finals,94,92,91
1088,STU1136,Civic Sense,Finals,90,91,93
1089,STU1137,Maths,Term 1,78,67,69
1090,STU1137,Science,Term 1,76,77,76
1091,STU1137,Coding,Term 1,55,75,70
1092,STU1137,Civic Sense,Term 1,66,63,80
1093,STU1137,Maths,Finals,72,81,77
1094,STU1137,Science,Finals,77,66,80
1095,STU1137,Coding,Finals,76,72,79
1096,STU1137,Civic Sense,Finals,77,67,68
1097,STU1138,Maths,Term 1,65,84,69
1098,STU1138,Science,Term 1,67,84,75
1099,STU1138,Coding,Term 1,83,69,86
1100,STU1138,Civic Sense,Term 1,78,73,84
1101,STU1138,Maths,Finals,67,77,67
1102,STU1138,Science,Finals,66,75,86
1103,STU1138,Coding,Finals,78,78,65
1104,STU1138,Civic Sense,Finals,62,79,70
1105,STU1139,Maths,Term 1,66,71,75
1106,STU1139,Science,Term 1,71,60,84
1107,STU1139,Coding,Term 1,74,84,77
1108,STU1139,Civic Sense,Term 1,84,62,85
1109,STU1139,Maths,Finals,62,64,80
1110,STU1139,Science,Finals,61,61,71
1111,STU1139,Coding,Finals,64,73,67
1112,STU1139,Civic Sense,Finals,65,72,85
1113,STU1140,Maths,Term 1,59,69,74
1114,STU1140,Science,Term 1,67,81,80
1115,STU1140,Coding,Term 1,56,68,78
1116,STU1140,Civic Sense,Term 1,60,65,77
1117,STU1140,Maths,Finals,76,76,68
1118,STU1140,Science,Finals,69,85,67
1119,STU1140,Coding,Finals,66,81,88
1120,STU1140,Civic Sense,Finals,58,80,77
1121,STU1141,Maths,Term 1,85,90,95
1122,STU1141,Science,Term 1,89,97,98
1123,STU1141,Coding,Term 1,97,98,97
1124,STU1141,Civic Sense,Term 1,85,95,100
1125,STU1141,Maths,Finals,97,94,90
1126,STU1141,Science,Finals,94,94,94
1127,STU1141,Coding,Finals,88,97,97
1128,STU1141,Civic Sense,Finals,96,100,97
1129,STU1142,Maths,Term 1,82,77,76
1130,STU1142,Science,Term 1,58,85,70
1131,STU1142,Coding,Term 1,68,77,77
1132,STU1142,Civic Sense,Term 1,82,81,67
1133,STU1142,Maths,Finals,59,60,75
1134,STU1142,Science,Finals,84,82,83
1135,STU1142,Coding,Finals,63,66,81
1136,STU1142,Civic Sense,Finals,81,79,88
1137,STU1143,Maths,Term 1,98,88,97
1138,STU1143,Science,Term 1,94,88,91
1139,STU1143,Coding,Term 1,100,95,95
1140,STU1143,Civic Sense,Term 1,86,97,100
1141,STU1143,Maths,Finals,96,92,96
1142,STU1143,Science,Finals,95,98,94
1143,STU1143,Coding,Finals,85,96,94
1144,STU1143,Civic Sense,Finals,90,92,95
1145,STU1144,Maths,Term 1,69,70,74
1146,STU1144,Science,Term 1,75,61,84
1147,STU1144,Coding,Term 1,58,71,88
1148,STU1144,Civic Sense,Term 1,56,77,88
1149,STU1144,Maths,Finals,67,67,70
1150,STU1144,Science,Finals,57,77,68
1151,STU1144,Coding,Finals,59,83,69
1152,STU1144,Civic Sense,Finals,75,75,78
1153,STU1145,Maths,Term 1,96,95,99
1154,STU1145,Science,Term 1,92,99,98
1155,STU1145,Coding,Term 1,99,88,91
1156,STU1145,Civic Sense,Term 1,95,93,90
1157,STU1145,Maths,Finals,89,97,100
1158,STU1145,Science,Finals,88,94,98
1159,STU1145,Coding,Finals,87,93,100
1160,STU1145,Civic Sense,Finals,94,94,96
1161,STU1146,Maths,Term 1,38,48,42
1162,STU1146,Science,Term 1,43,28,46
1163,STU1146,Coding,Term 1,48,33,49
1164,STU1146,Civic Sense,Term 1,49,41,47
1165,STU1146,Maths,Finals,56,76,85
1166,STU1146,Science,Finals,61,78,78
1167,STU1146,Coding,Finals,60,73,71
1168,STU1146,Civic Sense,Finals,74,77,75
1169,STU1147,Maths,Term 1,63,60,78
1170,STU1147,Science,Term 1,61,60,78
1171,STU1147,Coding,Term 1,76,64,73
1172,STU1147,Civic Sense,Term 1,63,74,84
1173,STU1147,Maths,Finals,80,80,75
1174,STU1147,Science,Finals,58,67,72
1175,STU1147,Coding,Finals,55,82,75
1176,STU1147,Civic Sense,Finals,62,62,84
1177,STU1148,Maths,Term 1,77,79,79
1178,STU1148,Science,Term 1,73,73,85
1179,STU1148,Coding,Term 1,74,70,82
1180,STU1148,Civic Sense,Term 1,67,75,82
1181,STU1148,Maths,Finals,55,70,75
1182,STU1148,Science,Finals,65,71,79
1183,STU1148,Coding,Finals,59,74,88
1184,STU1148,Civic Sense,Finals,70,66,82
1185,STU1149,Maths,Term 1,76,72,73
1186,STU1149,Science,Term 1,67,61,86
1187,STU1149,Coding,Term 1,82,78,67
1188,STU1149,Civic Sense,Term 1,75,75,82
1189,STU1149,Maths,Finals,66,62,71
1190,STU1149,Science,Finals,78,76,76
1191,STU1149,Coding,Finals,64,69,75
1192,STU1149,Civic Sense,Finals,69,81,79
1193,STU1150,Maths,Term 1,49,43,45
1194,STU1150,Science,Term 1,49,36,53
1195,STU1150,Coding,Term 1,43,25,49
1196,STU1150,Civic Sense,Term 1,47,48,55
1197,STU1150,Maths,Finals,62,77,74
1198,STU1150,Science,Finals,67,68,73
1199,STU1150,Coding,Finals,67,71,76
1200,STU1150,Civic Sense,Finals,58,74,75
1201,STU1151,Maths,Term 1,97,96,96
1202,STU1151,Science,Term 1,96,100,93
